datasetURL (publicationState),datasetTitle (dataverseName),"fileName (fileType, fileSize)"
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8DPYMC (DRAFT),AA2020 : Complement 5a Receptor Polymorphisms Are Associated With Panton-Valentine Leukocidin–positive Staphylococcus aureus Colonization in African Pygmies (Harvard Dataverse),Staphbab_Rmd (application/octet-stream; 11.31 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IZ3VAU (DRAFT),Replication Data for: Availability of research articles for the public during pandemic - a case study (LIBER Quarterly Dataverse),10340-23440-1-SP.webm (video/webm; 6.04 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/29IXQN (RELEASED),Replication Data for: GUEST BLOG at TRN: EiR - What’s Supporting that Fixed Effects Estimate? (Harvard Dataverse),README.rtf (application/msword; 44.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/29IXQN (RELEASED),Replication Data for: GUEST BLOG at TRN: EiR - What’s Supporting that Fixed Effects Estimate? (Harvard Dataverse),Stata program.do (application/x-stata-syntax; 755 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/29IXQN (RELEASED),Replication Data for: GUEST BLOG at TRN: EiR - What’s Supporting that Fixed Effects Estimate? (Harvard Dataverse),wagepan.xls (application/vnd.ms-excel; 1.35 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_camas_uci_2017.tab (text/tab-separated-values; 490 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_altas_long.tab (text/tab-separated-values; 5.61 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_altas.tab (text/tab-separated-values; 853 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_casos_long.tab (text/tab-separated-values; 15.98 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_casos.tab (text/tab-separated-values; 2.08 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_fallecidos_long.tab (text/tab-separated-values; 12.74 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_fallecidos.tab (text/tab-separated-values; 1.37 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_hospitalizados_long.tab (text/tab-separated-values; 2.93 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_hospitalizados.tab (text/tab-separated-values; 706 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_mascarillas.tab (text/tab-separated-values; 650 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_uci_long.tab (text/tab-separated-values; 10.04 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),ccaa_covid19_uci.tab (text/tab-separated-values; 1.21 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),nacional_covid19_rango_edad.tab (text/tab-separated-values; 3.99 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),nacional_covid19.tab (text/tab-separated-values; 804 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_01042020.tar.gz (application/x-gzip; 54.72 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_02042020.tar.gz (application/x-gzip; 56.2 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_03042020.tar.gz (application/x-gzip; 57.45 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_04042020.tar.gz (application/x-gzip; 58.93 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_05042020.tar.gz (application/x-gzip; 60.06 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_06042020.tar.gz (application/x-gzip; 61.3 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_07042020.tar.gz (application/x-gzip; 62.93 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_08042020.tar.gz (application/x-gzip; 62.98 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_09042020.tar.gz (application/x-gzip; 65.61 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_10042020.tar.gz (application/x-gzip; 65.62 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_11042020.tar.gz (application/x-gzip; 65.69 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_12042020.tar.gz (application/x-gzip; 69.62 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_13042020.tar.gz (application/x-gzip; 69.65 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_14042020.tar.gz (application/x-gzip; 72.16 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_15042020.tar.gz (application/x-gzip; 73.8 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_16042020.tar.gz (application/x-gzip; 75.38 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_17042020.tar.gz (application/x-gzip; 75.44 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_18042020.tar.gz (application/x-gzip; 75.62 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_19042020.tar.gz (application/x-gzip; 79.99 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_20042020.tar.gz (application/x-gzip; 80.05 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_21042020.tar.gz (application/x-gzip; 82.63 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_22032020.tar.gz (application/x-gzip; 23.65 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_22042020.tar.gz (application/x-gzip; 83.99 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_23032020.tar.gz (application/x-gzip; 24.13 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_23042020.tar.gz (application/x-gzip; 84.06 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_24032020.tar.gz (application/x-gzip; 24.69 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_24042020.tar.gz (application/x-gzip; 86.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_25032010.tar.gz (application/x-gzip; 25.17 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_25042020.tar.gz (application/x-gzip; 94.94 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_26032010.tar.gz (application/x-gzip; 47.16 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_26042020.tar.gz (application/x-gzip; 101.54 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_27032010.tar.gz (application/x-gzip; 49.27 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_28032020.tar.gz (application/x-gzip; 49.29 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_29032020.tar.gz (application/x-gzip; 51.67 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_30032020.tar.gz (application/x-gzip; 52.87 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GPFFAQ (RELEASED),Coronavirus Disease 2019 (COVID-19) in Spain (COVID-19 Coronavirus Europe data ),spain-covid-19_31032020.tar.gz (application/x-gzip; 53.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K5SJQH (DRAFT),Replication Data for: Residential Segregation by Race and Ethnicity and the Changing Geography of Poverty (Harvard Dataverse),cbsa_panel_for_stata.tab (text/tab-separated-values; 2.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ANOK7F (DRAFT),Invisible Workers: Economic Value of Unpaid Female Family Helper’s Work (Harvard Dataverse),ESM_Combined.docx (application/vnd.openxmlformats-officedocument.wordprocessingml.document; 19.38 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ANOK7F (DRAFT),Invisible Workers: Economic Value of Unpaid Female Family Helper’s Work (Harvard Dataverse),Field data.tab (text/tab-separated-values; 18.91 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",coalitions_replication.tab (text/tab-separated-values; 21.15 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",codebook.rtf (text/rtf; 100.95 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",MV2020_APSR_replication.do (application/x-stata-syntax; 29.24 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",MV2020_APSR_replication.tab (text/tab-separated-values; 1.08 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",policyscales_replication.tab (text/tab-separated-values; 3.64 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",readme.rtf (text/rtf; 1.63 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2CITBJ (DRAFT),"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government"" (American Political Science Review Dataverse)",rutte2_example.tab (text/tab-separated-values; 415.39 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AIDN0V (RELEASED),"Data for: Characterising demographics, knowledge, practices and clinical care among patients attending sickle cell disease clinics in Eastern Uganda (Harvard Dataverse)",Extended data.docx (application/vnd.openxmlformats-officedocument.wordprocessingml.document; 14.41 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AIDN0V (RELEASED),"Data for: Characterising demographics, knowledge, practices and clinical care among patients attending sickle cell disease clinics in Eastern Uganda (Harvard Dataverse)",SCD Inforrmed Consent Form.pdf (application/pdf; 626.76 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AIDN0V (RELEASED),"Data for: Characterising demographics, knowledge, practices and clinical care among patients attending sickle cell disease clinics in Eastern Uganda (Harvard Dataverse)",SCD_Manuscript_data26042020.xls (application/vnd.ms-excel; 1.77 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AIDN0V (RELEASED),"Data for: Characterising demographics, knowledge, practices and clinical care among patients attending sickle cell disease clinics in Eastern Uganda (Harvard Dataverse)",SCD_Manuscript_data dictionary.tab (text/tab-separated-values; 5.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AIDN0V (RELEASED),"Data for: Characterising demographics, knowledge, practices and clinical care among patients attending sickle cell disease clinics in Eastern Uganda (Harvard Dataverse)",SICKLE CELL QUESTIONNAIRE.pdf (application/pdf; 48.59 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VM7GTA (RELEASED),Cause-of-death statistics in 2018 in the Republic of Korea (Harvard Dataverse),COD_2018_Korea_Supplement_1-4.tab (text/tab-separated-values; 40.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),hiring_documentation.txt (text/plain; 9.61 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),hiring_population_20200426.tab (text/tab-separated-values; 33.72 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),hiring_priming_20200426.tab (text/tab-separated-values; 935 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),hiring_students_20200426.tab (text/tab-separated-values; 18.12 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),Questionnaire Population Sample DE.docx (application/vnd.openxmlformats-officedocument.wordprocessingml.document; 8.21 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KRSN2Z (RELEASED),Labour Market Vignettes: Hiring (Didier Ruedin Dataverse),Question wording student sample.txt (text/plain; 1.6 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YEZNKL (DRAFT),Replication Data for: Effect of Deliberation Style on the Gender Gap in Deliberative Participation (Harvard Dataverse),Levy_Sakaiya_group.do (application/x-stata-syntax; 1.04 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YEZNKL (DRAFT),Replication Data for: Effect of Deliberation Style on the Gender Gap in Deliberative Participation (Harvard Dataverse),Levy_Sakaiya_group.tab (text/tab-separated-values; 2.63 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YEZNKL (DRAFT),Replication Data for: Effect of Deliberation Style on the Gender Gap in Deliberative Participation (Harvard Dataverse),Levy_Sakaiya_individual.do (application/x-stata-syntax; 1.5 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YEZNKL (DRAFT),Replication Data for: Effect of Deliberation Style on the Gender Gap in Deliberative Participation (Harvard Dataverse),Levy_Sakaiya_individual.tab (text/tab-separated-values; 7.14 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_1-1.mat (application/matlab-mat; 144.54 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_1-1.png (image/png; 43.09 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_2-1.mat (application/matlab-mat; 408.46 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_2-1.png (image/png; 33.0 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_3-1.mat (application/matlab-mat; 132.17 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_3-1.png (image/png; 22.85 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_4-1.mat (application/matlab-mat; 110.57 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),ALH84001_4-1.png (image/png; 25.42 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.87 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.96 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.15 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.02 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.04 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.91 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.89 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.93 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.93 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.01 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 7.94 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.0 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.85 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.05 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.95 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 2.96 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),B111-1.mat (application/matlab-mat; 3.03 MB)
